           3           1         201           2          14           4           9           2           2           3           2           1           3           4           4           4           2           2           4           3           4           2           2           3           4           2           4           4           1           2           4           4           2           1           3           4           5           3           3           1           2           4           2           5           4           3           5      30      16      16      32       6      16      20      42
           3           1         202           2          15           4           9           3           2           3           1           1           3           4           3           2           1           2           4           3           4           2           2           3           4           2           1           1           2           2           3           4           2           3           2           4           3           1           2           2           3           2           5           6           6           6           6      24      15      13      28       7      12      28      47
           3           1         203           2          14           4           9           3           2           2           2           2           2           2           2           2           1           4           3           3           1           1           2           3           2           2           1           1           3           2           1           2           4           4           3           4           6           2           3           3           3           5           6           5           4           4           7      19      14       7      21      11      18      27      56
           3           1         204           2          14           4           9           2           2           2           2           1           2           2           2           3           1           1           2           3           1           2           3           3           2           2           1           2           3           2           2           1           4           4           3           2           5           2           3           3           3           4           4           3           2           2           6      21      10       9      19      11      15      18      44
           3           1         205           2          14           4           9           2           2           2                       2           2           2           1           1           1           2           1           1           1           2           2           1           3           1           1           1           2           1           1           3           6           5           6           5           6           1           3           2           6           5           6           4           5           5          10      16       7       7      14      17      17      31      65
           3           1         206           2          15           4           9           2           2           3           2           1           1           1           1           1           1           2           1           1           1           2           1           2           3           1           1           1           1           2           2           1           3           2           2           3           2           3           5           2           4           4           5           5           5           4           5      15       6       6      12       7      15      27      49
           4           1         300           2          15           4           9           2           3           3           2           1           3           3           3           4           1           3           4           3           3           4           3           4           4           4           3           3           3           4           4           4           2           2           2           3           6           3           3           3           2                       6           1           1           1           4      36      16      15      31       6      18                
           4           1         301           2          15           4           9           2           3           3           1           2           1           3           2           2           3           3           2           3           2           3           2           4           3           4           1           1           1           3           3           2           3           4           4           2           2           1           2           5           5           4           5           4           4           5           8      24      11      13      24      11      12      27      50
           4           1         302           2          15           4           9           4           4           1           2           2           1           2           1           3           1           1           2           3           1           4           2           3           1           2           1           1           2           1           2           1           5           3           2           2           6           2           5           2           3           2           5           4           1           2           8      16       8      11      19      10      17      17      44
           4           1         303           2          15           4           9           2           2           3           2           2           1           3           2           1           2           2           1           1           2           2           1           1           4           2           2           1           2           2           2           3           6           4           4           2           5           5           4           2           5           4           5           4           6           3           5      20       7      10      17      14      18      27      59
           4           1         304           2          15           4           9           2           2           2           2           2           3           4           2           3           2           2           2           2           4           3           3           4           3           3           4           1           2           2           3           2           5           5                       2           6           3           1           1           3           2           4           6           6           6           8      27      11      16      27              13      27        
           4           1         305           2          15           4           9           6           6           3           2           1           3           1           1           1           1           2           2           2           1           1           2           4           2           3           2           2           3           2           3           2           5           4           5           4           5           4           5           5           5           5           5           6           4           5           7      25      10       5      15      14      23      30      67
           4           1         306           2          14           4           9           2           4           3           2           2           1           2           2           3           2           3           1           2           2           3           2           2           2           3           1           1           1           2           1           2           4           4           5           2           6           4           4           3           4           6           5           2           6           2           8      17       9      12      21      13      19      25      57
           4           1         307           2          14           4           9           4           2           3           2           2           3           2           1           4           1           4           2           2           3           4           3           4           4           4           4           3           2           3           4           4           5           3           1           2           1           1           3           2           2           2           5           3           6           3           4      35      12      14      26       9       9      21      39
           4           1         308           2          15           4           9           3           2           2           2           2           2           2           1           2           3           3           2           2           2           4           2           3           2           3           2           1           2           1           1           3           6           5           6           5           6           5           5           4           5           6           6           5           6           6           8      20      10      13      23      17      25      34      76
           4           1         309           2          15           4           9           3           4           3           2           1           3           1           1           2           1           3           4           2           2           3           3           4           3           3           3           2           2           2           4           3           4           3           4           5           5           4           2           4           3           5           3           5           4           3           6      29      13       9      22      11      20      23      54
